year,month,day,hour,min,area,property,death,death_fireman,injury,injury_fireman,missing,detail,where,longtitude,latitude,reason,province,type,reason2,GDP,rank_G,killed_injured,id
2014,1,4,1,40,490,13.9,3,,,,,生活用火不慎,云南省迪庆藏族自治州香格里拉县金江镇吾竹村委会堆满三组10号一民房,100.139951,27.585173,用火不慎,云南,住宅,用火不慎,12814.59,23,3,00473
2014,1,8,14,40,,0.15,3,,,,,儿童玩火,内蒙古自治区通辽市奈曼旗八仙筒镇衙门营子村外,120.970798,43.168271,小孩玩火,内蒙古,公共,小孩玩火,17770.19,15,3,00474
2014,1,8,23,22,80,5,3,,1,,,电气线路短路,广东省汕头市潮阳区金灶镇芦塘村南门里座一民宅,116.379845,23.426114,电气（电线）,广东,住宅,电气（电线）,67809.85,1,4,00475
2014,1,9,19,30,48,12,3,,,,,事主使用液化石油气钢瓶操作不当，造成液化石油气泄漏遇火源起火,内蒙古自治区通辽市奈曼旗东明镇苏日格村一房屋,121.228049,43.308241,作业不慎,内蒙古,住宅,作业不慎,17770.19,15,3,00476
2014,1,10,15,30,,40,5,,,,,起火原因为粘海绵工作区取暖用小太阳电暖器长时间烘烤东侧密闭铁桶，致使铁桶内蒸汽压力过大，桶盖崩开，桶内有机稀释剂蒸汽瞬间大量喷出，遇小太阳电暖器发生爆燃，继而引发火灾,河北省霸州市胜芳镇西格玛酒店家具厂,116.699603,39.077016,用火不慎,河北,工厂,用火不慎,29421.15,6,5,00477
2014,1,11,1,10,59980.7,8983.9,,,,,,使用五面卤素取暖器不当,云南省迪庆藏族自治州香格里拉县独克宗古城仓房社区池廊硕8号“如意客栈”,99.712878,27.818762,用火不慎,云南,公共,用火不慎,12814.59,23,0,00767
2014,1,12,4,13,25,2,6,,,,,住户用火不慎,广东省广州市白云区棠景街沙涌北涌南街19号民宅,113.256426,23.176789,用火不慎,广东,住宅,用火不慎,67809.85,1,6,00478
2014,1,14,0,10,74,9.8,4,,,,,电加热器具长时间使用引燃周围可燃物,江西省宜春市靖安县双溪镇龚巷组60号一居民住宅,115.358478,28.873385,用火不慎,江西,住宅,用火不慎,15714.63,18,4,00479
2014,1,14,14,40,1080,1620,16,,5,,,电气线路故障,浙江省台州温岭市城北街道杨家渭村的台州大东鞋业有限公司,121.374867,28.452415,电气（电线）,浙江,工厂,电气（电线）,40173.03,4,21,00768
2014,1,20,3,16,,30,3,,,,,人为纵火,广东省河源市连平县元善镇南街市场旁影红床上用品店,114.502613,24.357466,人为,广东,公共,人为（纵火）,67809.85,1,3,00480
2014,1,26,2,15,2600,64.6,5,,,,,不能排除使用电热取暖器不慎引燃沙发等周围可燃物的可能性,贵州省黔东南州从江县西山镇岑杠村,109.004673,25.694245,用火不慎,贵州,住宅,用火不慎,9266.39,26,5,00481
2014,1,31,10,16,180,5,4,,,,,祭祖燃烧的香烛引燃周围纸衣、纸钱及烟花爆竹等祭祀用品并迅速蔓延成灾,广西自治区南宁市宾阳县武陵镇武陵社区定安街68号居民房,108.906092,23.14394,用火不慎,广西,住宅,用火不慎,15672.89,19,4,00482
2014,2,10,2,40,120,12.4,4,,,,,排插故障引燃周围可燃物引发火灾,湖北省荆州市荆州区荆北路41号林业局职工住宅楼1栋602室,112.20299,30.363221,电气（电线）,湖北,住宅,电气（电线）,27379.22,9,4,00483
2014,2,10,11,20,5000,4759.3,,,,,,电气线路故障,贵州省贵阳市观山湖区金源社区小箐村玉林关仓库,106.591661,26.616265,电气（电线）,贵州,工厂,电气（电线）,9266.39,26,0,00484
2014,2,12,23,50,1000,69.5,3,,,,,,贵州省黔东南州剑河县南寨乡广丰村一民房,108.800257,26.652986,原因不明,贵州,住宅,,9266.39,26,3,00485
2014,2,28,23,55,50,1,5,,,,,人为纵火,四川省凉山州西昌市经久乡凉钢生活区一幢四单元二层一居民家,102.205677,27.775275,人为,四川,住宅,人为（纵火）,28536.66,8,5,00486
2014,3,2,3,4,50,5,3,,,,,人为纵火,山东省青岛市市南区泰州一路17号网点小黑虎五金店,120.378175,36.079538,人为,山东,公共,人为（纵火）,59426.59,3,3,00487
2014,3,5,3,8,100,10,3,,,,,电气故障,上海市宝山区祈骆路310号一处“三合一”杂货铺,121.409041,31.398623,电气（电线）,上海,公共,电气（电线）,23567.7,12,3,00488
2014,3,10,21,35,20,,4,,,,,人为产生点火源引发火灾,吉林省长春市绿园区基隆南街交新竹路天嘉水晶城53栋A座13楼一住户家,125.286381,43.915027,人为,吉林,住宅,人为（纵火）,13803.14,22,4,00489
2014,3,11,2,25,18,,3,,,,,电动三轮车导线绝缘层破损，与放置电瓶组的箱体之间搭铁短路，产生的高温喷溅物引燃周围可燃物,江苏省海门市江心沙农贸市场六号一民房,121.104593,31.820774,电气（电器）,江苏,住宅,电气（电动车）,65088.32,2,3,00490
2014,3,16,4,13,480,10,4,,,,,刑事放火,湖北省黄石市第二医院综合大楼,115.071465,30.239074,人为,湖北,公共,人为（纵火）,27379.22,9,4,00491
2014,3,25,3,44,40,2,3,,,,,电瓶车电气线路故障,江苏省常州市新北区晋陵北路一店面,119.967865,31.794921,电气（电器）,江苏,公共,电气（电动车）,65088.32,2,3,00492
2014,3,26,13,10,,13.3,12,,5,,,小孩玩火,广东省揭阳普宁市军埠镇莲坛村郑晓生等人经营的内衣作坊,116.284322,23.274845,小孩玩火,广东,工厂,小孩玩火,67809.85,1,17,00769
2014,3,30,12,3,50,0.05,3,,,,,刑事放火,吉林省松原市乾安县严字乡当字井一草垛,123.913298,44.851274,人为,吉林,公共,人为（纵火）,13803.14,22,3,00493
2014,4,1,23,3,30,4.5,3,,,,,刑事放火,山西省大同市城区魏都大道41号院3号楼4单元,113.295317,40.074165,人为,山西,住宅,人为（纵火）,12761.49,24,3,00494
2014,4,4,22,45,70,5.5,3,,,,,不能排除小孩玩火和人为纵火引发火灾,湖南省娄底冷水江市金泰花园小区二栋一废品收购店,111.493942,27.684915,原因不明,湖南,公共,原因不明,27037.32,10,3,00495
2014,4,10,13,55,142,13.8,3,,,,,小孩玩火,浙江省丽水市庆元县竹口镇竹上村三通路21号一出租房,118.92632,27.705713,小孩玩火,浙江,住宅,小孩玩火,40173.03,4,3,00496
2014,4,19,22,48,258,14.3,4,,,,,用火不慎,黑龙江省佳木斯市前进区山水社区团结胡同居民住宅,130.39791,46.809722,用火不慎,黑龙江,住宅,用火不慎,15039.38,20,4,00497
2014,4,25,0,50,,3,4,,1,,,人为纵火,辽宁省大连市沙河口区迎春街19号居民楼七层住户,121.597404,38.913159,人为,辽宁,住宅,人为（纵火）,28626.58,7,5,00498
2014,4,29,1,,136,3.2,3,,,,,电气线路故障,湖南省湘西自治州永顺县塔卧镇隆发居委会十四组一居民住宅,109.940363,29.194552,电气（电线）,湖南,住宅,电气（电线）,27037.32,10,3,00499
2014,4,30,0,45,2000,,3,,,,,人为纵火,福建省武夷山市岭阳村日晟竹木制品厂,118.16915,28.00347,人为,福建,工厂,人为（纵火）,24055.76,11,3,00500
2014,5,4,1,49,,,3,,1,,,人为纵火,河南省商丘市柘城县马集乡陈新庄村一居民住宅,115.392323,34.207277,人为,河南,住宅,人为（纵火）,34938.24,5,4,00501
2014,5,7,3,9,3000,500,4,,,,,遗留火种,江苏省海门市康泰电脑绣花有限责任公司2号厂房,121.31247,31.956039,遗留火种,江苏,工厂,遗留火种,65088.32,2,4,00502
2014,5,13,17,50,,22,3,,,,,吸烟,辽宁省鞍山市千山区东鞍山镇日新小区5号楼3单元十一层一住宅,122.962994,41.060973,吸烟,辽宁,住宅,吸烟,28626.58,7,3,00503
2014,5,18,0,,15,1.2,3,,,,,原因不排除电气线路故障或生活用火不慎,河南省周口市太康县杨庙乡大刘庄一居民住宅,114.94256,34.167623,原因不明,河南,住宅,原因不明,34938.24,5,3,00504
2014,5,20,19,50,386.3,69.5,3,,2,,,电源线负荷过热起火,内蒙古自治区呼伦贝尔市满洲里市海英木业有限公司厂房,117.603687,49.500032,电气（电线）,内蒙古,工厂,电气（电线）,17770.19,15,5,00505
2014,5,24,1,45,28,1.2,3,,,,,人为纵火,广东省揭阳普宁市流沙东新美居委工业东村43栋418号住宅,116.182605,23.30658,人为,广东,住宅,人为（纵火）,67809.85,1,3,00506
2014,5,24,23,28,117.8,16,3,,1,,,生活用火不慎,西藏自治区日喀则市桑珠孜区东嘎乡雪冲村一居民房,88.842222,29.360957,用火不慎,西藏,住宅,用火不慎,920.83,31,4,00507
2014,6,1,7,15,1500,96.99,4,,,,,电气线路短路,福建省晋江市陈埭镇梧埭村酷哥靓妹鞋业有限公司,118.620778,24.799138,电气（电线）,福建,工厂,电气（电线）,24055.76,11,4,00508
2014,6,12,5,,81,33.6,4,,2,,,未熄灭烟头丢弃在可燃物上,重庆市渝中区康德27度生活空间，A栋6-9室,106.516598,29.541119,吸烟,重庆,住宅,吸烟,14262.6,21,6,00509
2014,6,20,4,27,40,38.8,3,,1,,,不排除电气线路故障,河南省许昌市长葛市中原综合市场高伟杰干菜零售店,113.775129,34.232841,电气（电线）,河南,公共,电气（电线）,34938.24,5,4,00510
2014,6,28,3,30,45,4.5,3,,3,,,使用蚊香不当,湖北省襄阳市樊城区洪沟社区铁路第三家属院三区305栋3单元2楼303室居民住宅,111.928528,32.153953,用火不慎,湖北,住宅,用火不慎（蚊香）,27379.22,9,6,00511
2014,7,3,3,57,660,20.2,3,,,,,电动自行车充电线路短路,河南省商丘市夏邑县业庙乡南街苏泊尔生活馆,116.066773,34.049124,电气（电器）,河南,公共,电气（电动车）,34938.24,5,3,00512
2014,7,6,2,50,,0.2545,4,,,,,生活用火不慎,天津市西青区绥江道与李港铁路交口处一彩板房,117.217588,39.061142,用火不慎,天津,住宅,用火不慎,15726.93,17,4,00513
2014,7,12,1,30,,,3,,,,,人为纵火,河南省新乡市红旗区南干道162号家属楼西2单元2楼东户,113.91702,35.303696,人为,河南,住宅,人为（纵火）,34938.24,5,3,00514
2014,7,31,0,2,,2,4,,7,,,电动自行车电气线路短路,河南省郑州市中原区后河卢村卢彦仓自建房,113.620961,34.723678,电气（电器）,河南,住宅,电气（电动车）,34938.24,5,11,00515
2014,7,31,2,31,110,5,7,,,,,人为纵火,新疆维吾尔自治区吐鲁番市文化路联通村居民住宅,89.191858,42.952828,人为,新疆,住宅,人为（纵火）,9273.46,25,7,00516
2014,8,3,5,40,91.8,95.3,3,,,,,电源线路故障,广西自治区百色市靖西县城东路1030号夏威夷烧烤排档,106.431887,23.13655,电气（电线）,广西,公共,电气（电线）,15672.89,19,3,00517
2014,8,20,14,45,65,0.8,4,,,,,人为纵火,湖北省十堰市郧西县上津镇津城村4组张道德家,110.052991,33.143445,人为,湖北,住宅,人为（纵火）,27379.22,9,4,00518
2014,9,1,20,59,16700,3845.2,4,,,,,违章电焊作业,黑龙江省哈尔滨市道外区南十六道街的哈尔滨南十六金龙商厦有限公司,126.663686,45.793011,违章操作,黑龙江,公共,违章操作,15039.38,20,4,00519
2014,10,17,19,5,30,,3,,5,,,油锅起火,江苏省连云港市海州区沈圩桥南边钱二酒家,119.162196,34.51416,用火不慎,江苏,公共,用火不慎,65088.32,2,8,00520
2014,10,19,1,9,40,10,3,,,,,电气故障,上海市闵行区东川路2045号一处“三合一”门面房,121.427047,31.019803,电气（电线）,上海,公共,电气（电线）,23567.7,12,3,00521
2014,10,26,13,50,262,11.5192,3,,,,,小孩玩火,四川省凉山州西昌市西郊乡北门村二组帅某某出租房,102.26879,27.903131,小孩玩火,四川,住宅,小孩玩火,28536.66,8,3,00522
2014,11,16,18,36,4000,440.9,18,,13,,,供电线路接头处过热短路,山东省寿光市龙源食品有限公司,118.567678,36.990531,电气（电线）,山东,工厂,电气（电线）,59426.59,3,31,00770
2014,11,18,20,5,200,12,3,,1,,,涉嫌放火,浙江省温州瑞安市塘下镇陈宅旺路101号一民房,120.682032,27.832605,人为,浙江,住宅,人为（纵火）,40173.03,4,4,00523
2014,11,19,12,56,30,119.3,3,,2,,,使用酒精消毒时用火不慎,广东省惠州市龙门县蓝田乡一金针菇厂,114.240045,23.8726,用火不慎,广东,工厂,用火不慎,67809.85,1,5,00524
2014,11,19,19,4,200,525.2,5,,,,,锂电池故障,广东省东莞市凤岗镇黄洞村科技路46号安科工业园B2栋5楼,114.162214,22.764398,电气（电器）,广东,工厂,电气（电池）,67809.85,1,5,00525
2014,11,20,14,17,,2.1,3,,1,,,电气线路故障,广东省东莞市厚街镇珊美社区珊瑚路伟成商务公寓,113.668232,22.937815,电气（电线）,广东,公共,电气（电线）,67809.85,1,4,00526
2014,11,24,16,30,500,350,3,,,,,电焊作业不慎,浙江省温州市瓯海区郭溪街道景德路20号一家庭作坊,120.579116,27.996959,作业不慎,浙江,住宅,作业不慎,40173.03,4,3,00527
2014,11,29,0,51,100,108.44,4,,2,,,电气设备故障,浙江省宁波慈溪市桥头镇桥三路94、96号德梅快餐店,121.36702,30.165592,电气（电器）,浙江,公共,电气（电器）,40173.03,4,6,00528
2014,11,29,16,5,1.8,2497,,,,,,施工人员在2号栋屋顶安装通风球时用切割机切割彩钢瓦屋面引燃下方锡箔纸等可燃物引发火灾,湖南省长沙市芙蓉区三湘南湖大市场家电城四楼,113.020352,28.205553,作业不慎,湖南,公共,作业不慎,27037.32,10,0,00529
2014,12,5,6,31,135,13.4191,3,,,,,电器设备故障,四川省甘孜州泸定县冷碛镇老街下场口陈某某家,102.273116,29.823423,电气（电器）,四川,住宅,电气（电器）,28536.66,8,3,00530
2014,12,12,6,41,220,5,3,,,,,住户在南封闭阳台用取暖炉烧火时不慎引燃周边可燃物,山东省济南市市中区欣都花园小区12号楼101室,116.956384,36.649928,用火不慎,山东,住宅,用火不慎,59426.59,3,3,00531
2014,12,15,0,26,123,12.9,12,,28,,,电暖器，近距离高温烘烤违规大量放置的具有易燃易爆危险性的罐装空气清新剂,河南省长垣县皇冠歌厅,114.766903,35.218128,电气（电器）,河南,公共,电气（电器）,34938.24,5,40,00771
2014,12,16,6,30,126,21.6105,5,,1,,,电取暖器使用不慎,四川省甘孜州色达县杨各乡支巴村一幢2层木质结构崩科房,100.705887,31.934171,用火不慎,四川,住宅,用火不慎,28536.66,8,6,00532
2014,12,22,6,46,,0.5,3,,,,,人为纵火,广东省湛江市雷州市雷城附中对面食品分公司宿舍,110.012636,20.796584,人为,广东,住宅,人为（纵火）,67809.85,1,3,00533
2014,12,26,3,15,,69.9,5,,6,,,不能排除烟头引发火灾的可能,安徽省阜阳市颍州区王店镇十二里村后卢庄张奎家具加工点,115.767078,32.85619,吸烟,安徽,工厂,吸烟,20848.75,14,11,00534
2014,12,27,0,6,2.4,0.2719,3,,,,,,贵州省毕节市纳雍县董地乡石关村一组李达住宅,105.202455,26.955875,原因不明,贵州,住宅,,9266.39,26,3,00535
2014,12,28,23,10,90.8,14.2,,,,,,二楼客厅电烤炉引燃周围可燃物,湖南省张家界市桑植县河口乡懂市村秦家组秦军家,109.871722,29.545237,电气（电器）,湖南,住宅,电气（电器）,27037.32,10,0,00536
2015,1,2,13,,11000,5913.4,5,5,14,13,,电气线路超负荷,黑龙江省哈尔滨市道外区太古街727号聚兴公司仓库内红日百货批发部库房,126.647767,45.784669,电气（电线）,黑龙江,工厂,电气（电线）,15083.67,21,19,00772
2015,1,5,11,9,1500,444.1,3,,,,,焊割时焊渣遇可燃物,江苏省常州市新北区宏图路32号常州明泰纺织印染有限公司在建厂房,119.963578,31.851932,作业不慎,江苏,工厂,作业不慎,70116.38,2,3,00537
2015,1,14,3,45,80,2,8,,3,,,电动自行车电气线路故障引燃可燃物所致,浙江省台州市玉环县玉城街道解放塘社区新民小区1号楼,121.274396,28.110495,电气（电器）,浙江,住宅,电气（电动车）,42886.49,4,11,00538
2015,1,19,2,43,50,12.9,4,,,,,电器引发火灾,江苏省南京市鼓楼区上海路北秀村3号一民房,118.781184,32.062198,电气（电器）,江苏,住宅,电气（电器）,70116.38,2,4,00539
2015,1,24,5,24,95,71.4,3,,2,,,一楼北侧电脑桌下方的电烤炉长时间处于开启状态，引燃覆盖在上方的可燃物引发火灾,湖南省株洲市云龙示范区云田镇云田村的杨小蓉私房,113.190778,27.994673,用火不慎,湖南,住宅,用火不慎,28902.21,9,5,00540
2015,1,31,4,25,11500,2500,,,,,,电器线路故障,青海省西宁市城东区昆仑东路23号青海铝型材厂库房区,101.863701,36.573577,电气（电线）,青海,工厂,电气（电线）,2417.05,30,0,00542
2015,1,31,6,8,2760,794,6,,3,,,除尘系统的收尘仓发生初始爆炸后引起生产车间内的粉尘二次爆炸，继而引发生产车间和库房火灾,内蒙古自治区呼伦贝尔根河市金河镇兴安人造纤维板厂,121.506956,51.337757,遗留火种,内蒙古,工厂,遗留火种,17831.51,16,9,00541
2015,2,5,13,43,3800,500,17,,6,4,,儿童放火,广东省惠州市惠东县平山街道惠东县颐东义乌小商品批发城四楼,114.73229,22.990967,小孩玩火,广东,工厂,小孩玩火,72812.55,1,23,00773
2015,2,6,17,4,120,220,3,,,,,确定为外来明火源引燃起火点处的芒果包装泡沫箱所致，不排除小孩玩（放）火导致的可能,海南省三亚市崖州区国营南滨农场南滨医院旁一栋六层私人住宅楼,109.191205,18.369559,外来火种,海南,住宅,外来火种,3702.76,28,3,00543
2015,2,10,6,32,58.9,3.28,4,,,,,该房屋承租方住户使用电热棒烧水过程中不慎引燃起火点周围可燃物所致,广东省佛山市南海区桂城街道天佑北路4号402房,113.150039,23.03698,用火不慎,广东,住宅,用火不慎,72812.55,1,4,00544
2015,2,11,2,10,15,0.61,3,,,,,人为纵火,江苏省南京市建邺区福园18幢单幢192号南京市建邺区子力养老院,118.752663,32.035702,人为,江苏,住宅,人为（纵火）,70116.38,2,3,00545
2015,2,13,1,20,300,22.5,4,,1,,,生活用火不慎,湖南省永州市祁阳县羊角塘镇三星街的谢小阳住宅,112.082095,26.606463,用火不慎,湖南,住宅,用火不慎,28902.21,9,5,00546
2015,2,15,4,15,40,68.2,3,,,,,摩托车电气线路故障引燃相邻可燃物起火所致,广东省东莞市塘厦镇清湖头社区竹公岭西15号“信德堂药店”,114.10909,22.78434,电气（电器）,广东,公共,电气（电动车）,72812.55,1,3,00547
2015,2,19,7,23,15,48.6,3,,,,,不能排除遗留火种引发火灾的可能性,江苏省盐城市中南世纪城二期3号楼1707室,120.191321,33.326188,遗留火种,江苏,住宅,遗留火种,70116.38,2,3,00548
2015,3,3,22,10,,3.3,4,,,,,电气线路短路,广东省梅州市五华县安流镇万塘村沿江路陈立兴住宅,115.687212,23.712614,电气（电线）,广东,住宅,电气（电线）,72812.55,1,4,00549
2015,3,8,23,32,36,0.23,3,,,,,人为纵火,广东省湛江市赤坎区南桥街道草苏村北站路口朱桂珍住宅,110.362429,21.251798,人为,广东,住宅,人为（纵火）,72812.55,1,3,00550
2015,3,13,1,,370,3.3,5,,,,,不能排除遗留火种引发火灾事故的可能,安徽省亳州市涡阳县城西街道新城居委会孙彭庄芍香北路271-1民房,116.198408,33.515071,遗留火种,安徽,住宅,遗留火种,22005.63,14,5,00551
2015,3,16,2,,254,2.5,3,,,,,人为纵火,福建省漳州龙海市九湖镇林前村郑金磅民房,117.669849,24.429111,人为,福建,住宅,人为（纵火）,25979.82,11,3,00552
2015,3,17,12,31,400,18.7,3,,1,,,电气线路短路,云南省安宁市连然街道办事处华天物流有限公司办公楼,102.47739,24.923258,电气（电线）,云南,公共,电气（电线）,13619.17,23,4,00554
2015,3,17,,,9000,4556.6,,,,,,电气线路短路,上海市浦东新区东集路200号益嘉物流配送中心,121.625616,31.34572,电气（电线）,上海,工厂,电气（电线）,25123.45,12,0,00553
2015,3,25,0,40,7182,184.4,6,,2,,,棚户区内垃圾池遗留火种因大风形成飞火，引燃附近柴草堆垛蔓延成灾,新疆维吾尔自治区克拉玛依市克拉玛依区风华北小区西侧、南侧大西沟棚户区,84.85105,45.617817,遗留火种,新疆,住宅,遗留火种,9324.8,26,8,00555
2015,3,25,2,30,9,3.9,3,,,,,足浴盆加热管通电高温引燃周围可燃物,宁夏石嘴山市大武口区荣景花园5号楼3单元301室,106.387216,38.967534,电气（电器）,宁夏,住宅,电气（电器）,2911.77,29,3,00556
2015,4,9,5,45,19416.84,1214.7,,,,,,电气故障,河北省沧州市新华区千童南大道37号国富中心,116.890967,38.303582,电气（电线）,河北,公共,电气（电线）,29806.11,7,0,00557
2015,4,14,2,,10,1,3,,2,,,使用热得快烧水，干烧后引燃周围可燃物引起,浙江省绍兴市诸暨市王家井镇沿山新村潮坑村郭某某民房,120.178129,29.654806,用火不慎,浙江,住宅,用火不慎,42886.49,4,5,00558
2015,4,17,1,50,120,10,5,,2,,,电动车在充电状态下线路故障引燃可燃物蔓延成灾,浙江省温州市苍南县钱库镇钱东路267号民房,120.583579,27.480923,电气（电器）,浙江,住宅,电气（电动车）,42886.49,4,7,00559
2015,4,20,5,45,,2,3,,,,,人为纵火,江西省赣州市赣江街道蕻菜塘农贸市场48栋4楼,114.956915,25.863633,人为,江西,公共,人为（纵火）,16723.78,18,3,00560
2015,4,21,4,40,85,10,3,,,,,存在放火嫌疑,河南省驻马店市泌阳县王店乡一摩托车修理店,113.487272,32.807356,人为,河南,公共,人为（纵火）,37002.16,5,3,00561
2015,4,21,18,55,69,0.7466,3,,,,,人为纵火,吉林省四平市梨树县喇嘛甸镇喇嘛甸村五队一平房,114.302543,30.586646,人为,吉林,住宅,人为（纵火）,14063.13,22,3,00562
2015,4,29,3,35,120,17.6,3,,1,,,不排除摩托车电气故障引起火灾,江西省会昌县筠门岭镇圩街复兴路74号大阳摩托车车行店面,115.758957,25.246516,电气（电器）,江西,公共,电气（电动车）,16723.78,18,4,00563
2015,5,1,13,10,840,23,3,,,,,人为纵火,黑龙江省哈尔滨市呼兰区沈家镇福利村发生联营,126.813471,46.147178,人为,黑龙江,住宅,人为（纵火）,15083.67,21,3,00564
2015,5,4,23,21,210,12.5,3,,,,,人为纵火,黑龙江省绥芬河市新华街隧道东侧入口的朱新平家出租屋,131.168262,44.4012,人为,黑龙江,住宅,人为（纵火）,15083.67,21,3,00565
2015,5,8,3,45,191,18.7,3,,,,,电气线路故障,河北省廊坊市香河县经济技术开发区宁春生家,117.051306,39.7431,电气（电线）,河北,住宅,电气（电线）,29806.11,7,3,00566
2015,5,21,2,50,130,20.28,3,,,,,固定电源插座内因电气元件局部过热引燃周围可燃物蔓延成灾,陕西省西安市新城区西七路42号南方餐厅,108.967885,34.279862,电气（电线）,陕西,公共,电气（电线）,18021.86,15,3,00567
2015,5,25,19,30,745.8,37.1,39,,6,,,电视机供电的电器线路接触不良发热,河南省平顶山市鲁山县康乐园老年公寓,112.883211,33.745471,电气（电器）,河南,住宅,电气（电器）,37002.16,5,45,00774
2015,6,1,3,45,200,966.3268,4,,4,,,不能排除电气线路故障引发火灾的可能,浙江省杭州市滨江区浦沿街道明德路前杨家墩1号,120.16213,30.1703,电气（电线）,浙江,住宅,电气（电线）,42886.49,4,8,00568
2015,6,3,3,47,20,14.6,4,,3,,,电气线路故障,江苏省苏州市吴江区城南开发区庞金路614号的一居民房,120.686096,31.108308,电气（电线）,江苏,住宅,电气（电线）,70116.38,2,7,00569
2015,6,3,22,20,40,14,3,,,,,照明线路短路,广东省江门市新会区会城五谷里7号1座112新会区会城情人服装店,113.043389,22.522042,电气（电线）,广东,公共,电气（电线）,72812.55,1,3,00570
2015,6,6,23,15,320,45.2145,4,,,,,壁扇电气线路故障,浙江省温州市瑞安市塘下镇陈宅村塘下中街140号民房,120.696596,27.834074,电气（电器）,浙江,住宅,电气（电器）,42886.49,4,4,00571
2015,6,12,1,32,,3,4,,,,,,江西省赣州市宋城路交通花园一电动车维修店面,114.926103,25.866803,原因不明,江西,公共,,16723.78,18,4,00572
2015,6,15,13,20,47.6,0.588,3,,,,,,贵州省毕节市黔西县新仁乡化屋村周桂英家,106.124897,26.811359,原因不明,贵州,住宅,,10502.56,25,3,00573
2015,6,20,2,40,,3.82,4,,,,,自行对建筑电气线路进行改造，由于设置不合理使得该建筑的电气线路长期带病工作，以致引起火灾,广东省揭阳普宁市军埠镇浮洋村乡道东24栋8号钟鸿程住宅,116.282564,23.259614,电气（电线）,广东,住宅,电气（电线）,72812.55,1,4,00574
2015,6,25,2,45,4,0.7843,15,,2,,,接线箱电气线路短路,河南省郑州市金水区东风路19号西关虎屯新区4号楼2单元1层楼梯间,113.696005,34.800064,电气（电线）,河南,住宅,电气（电线）,37002.16,5,17,00775
2015,6,28,23,9,120,18.6,6,,1,,,电动自行车电气线路短路,河南省信阳市商城县观庙镇状元街明慧副食店,115.179544,31.829996,电气（电器）,河南,公共,电气（电动车）,37002.16,5,7,00575
2015,7,11,23,15,1,2.6,7,,12,,,紫荆嘉苑一号楼二单元电缆井内因临时生活供电工程违规使用JKLYJ/Q-10 1X240铝芯主电缆，施工人员违规将四根电缆捆扎在一起，且该电缆与铜芯分支线（进表线）采取缠绕搭接、胶布绝缘的简单连接方式，在第16层连接处接触不良，产生局部高温引燃电缆绝缘层，引发线间短路，引燃电缆井内的可燃物发生火灾,湖北省武汉市汉阳区琴断口街铁桥村紫荆嘉苑一号楼2单元电缆井,114.227767,30.563456,违章操作,湖北,住宅,违章操作,29550.19,8,19,00576
2015,7,13,,,4,1.6,3,,,,,电线路短路,河南省濮阳市华龙区京开路一合租门市,115.05094,35.773362,电气（电线）,河南,公共,电气（电线）,37002.16,5,3,00577
2015,7,27,5,20,,34.3,5,,,,,电气线路故障,广东省中山市三乡镇金谷大道156号惠昌五金交电商行,113.440139,22.352181,电气（电线）,广东,公共,电气（电线）,72812.55,1,5,00578
2015,8,8,0,40,800,70.9,5,,16,,,不能排除遗留火种引发火灾事故的可能,安徽省合肥市经济技术开发区玉屏路201号合肥众美电器有限公司,117.25207,31.745407,遗留火种,安徽,工厂,遗留火种,22005.63,14,21,00579
2015,8,9,7,20,4752,4653.7,,,,,,电气设备故障,四川省遂宁市船山区玉龙路四川大雁微电子有限公司电镀车间,105.547627,30.539735,电气（电器）,四川,工厂,电气（电器）,30053.1,6,0,00580
2015,8,10,0,50,6,5.3,4,,,,,电动自行车电气线路短路,河南省郑州市二七区曹洼村村民阎某某自建房,113.599293,34.661447,电气（电器）,河南,住宅,电气（电动车）,37002.16,5,4,00581
2015,8,11,10,47,900,23.5,3,,,,,切割时产生高温火花引燃可燃气体导致火灾,江苏省徐州市泉山区雨润集团采购中心在建工地,117.175584,34.241947,作业不慎,江苏,公共,作业不慎,70116.38,2,3,00582
2015,8,11,20,22,15,4.5,3,,,,,动用汽油不慎,江苏省扬州市仪征市新城镇官胜村前进组12号秦康文家,119.259247,32.373177,用火不慎,江苏,住宅,用火不慎,70116.38,2,3,00583
2015,8,12,22,51,46,686600,165,,798,,8,爆炸起火,天津市滨海新区吉运二道95号的瑞海公司危险品仓库,117.750564,39.047109,泄漏,天津,工厂,泄漏,16538.19,19,963,00776
2015,8,13,21,59,90,34,5,,15,,,厨师吴巧在油炸食物后，人离开，锅内油持续加热起火燃烧，导致火灾发生,江苏省南京市秦淮区长白街460号烹龙炮凤大个子龙虾长白街店,118.801285,32.043656,用火不慎,江苏,公共,用火不慎,70116.38,2,20,00584
2015,8,14,0,22,,2.9,4,,,,,电动摩托车发生电气线路故障,广东省揭阳普宁市占陇镇占梨村苏彩虹住宅,116.266826,23.299332,电气（电器）,广东,住宅,电气（电动车）,72812.55,1,4,00585
2015,8,20,0,10,96,4.5,3,,,,,,贵州省黔南州惠水县雅水镇新民村摆珠二组韦仲文家,106.807792,26.0141,原因不明,贵州,住宅,,10502.56,25,3,00586
2015,9,11,2,23,180,3,3,,,,,电动车在充电时发生电气故障,江苏省常州市武进区湖塘镇鸣凰前张村9号民房,119.944042,31.677862,电气（电器）,江苏,住宅,电气（电动车）,70116.38,2,3,00587
